-1.7887211,2.4586800,3.6868405
-1.7476910,2.6533743,3.7462966
-1.6935144,2.8447341,3.7972523
-1.6264511,3.0328094,3.8403551
-1.5474382,3.2152688,3.8727470
-1.4565264,3.3923057,3.8994231
-1.3537435,3.5638419,3.9221154
-1.2407780,3.7273654,3.9394191
-1.1172934,3.8837889,3.9549327
-0.9838105,4.0325945,3.9689486
-0.8422223,4.1720495,3.9821296
-0.6917889,4.3032259,3.9956806
-0.5340297,4.4249948,4.0101190
-0.3693963,4.5372873,4.0266477
-0.1983043,4.6400145,4.0442318
-0.0219551,4.7326551,4.0687882
0.1595147,4.8153626,4.1008665
0.3451315,4.8879723,4.1482539
0.5345441,4.9507822,4.2150685
0.7262191,5.0038835,4.2920275
0.9212005,5.0482417,4.4051864
1.1171522,5.0843339,4.5336817
1.3142050,5.1131553,4.6894734
1.5128523,5.1354466,4.8501447
1.7108142,5.1520124,5.0189680
1.9098990,5.1649675,5.2158731
2.1084590,5.1777554,5.3497373
2.3066584,5.1929750,5.3855173
2.5049252,5.2113223,5.1155374
2.7028120,5.2309360,4.7990939
2.9017857,5.2492850,4.4643826
3.1003223,5.2634101,4.1458274
3.2994840,5.2708306,3.8289834
3.4992904,5.2696159,3.5118364
3.6983417,5.2575437,3.1410474
3.8960012,5.2292748,2.8877823
4.0887170,5.1802107,2.7889397
4.2744976,5.1066919,2.6292878
4.4462928,5.0069716,2.4451235
4.5991008,4.8797226,2.2301136
4.7272972,4.7271466,2.4067631
4.8321070,4.5574053,2.6667981
4.9165453,4.3774761,2.9122563
4.9813313,4.1880019,3.0619093
5.0269986,3.9938122,3.2131789
5.0578197,3.7979326,3.3978867
5.0803971,3.6001960,3.6785269
5.1000836,3.4024142,3.9524122
5.1229368,3.2066227,3.9113237
5.1480778,3.0095029,3.6329060
5.1681259,2.8083300,3.2306729
5.1739847,2.6113657,2.8744765
5.1579628,2.4115540,2.6094779
5.1137195,2.2167679,2.4459609
5.0384845,2.0332588,2.2243129
4.9338262,1.8636161,2.0254241
4.8038483,1.7136575,1.9221529
4.6509167,1.5887134,1.7579912
4.4758881,1.4913327,1.5463798
4.2880326,1.4246226,1.5875958
4.0935710,1.3745568,1.7017563
3.8965979,1.3246071,2.0523735
3.7093574,1.2683785,2.4363794
3.5213966,1.1963401,2.6158068
3.3424486,1.1128583,2.8186905
3.1670185,1.0186936,3.0685289
2.9964886,0.9166839,3.3005607
2.8289071,0.8083405,3.5258359
2.6640686,0.6970491,3.7696276
2.4983247,0.5857211,3.9999638
2.3301910,0.4785533,4.2099494
2.1575449,0.3784976,4.2851059
1.9806772,0.2870584,4.3086926
1.7990793,0.2040240,4.3223391
1.6137963,0.1305993,4.3427232
1.4250564,0.0671437,4.3730843
1.2327054,0.0132727,4.3672157
1.0387745,-0.0305103,4.3430915
0.8421072,-0.0645605,4.2822999
0.6441965,-0.0892120,4.1094114
0.4461587,-0.1044745,3.8628997
0.2464419,-0.1096103,3.6148488
0.0472103,-0.1022833,3.4172817
-0.1501606,-0.0795972,3.2732613
-0.3454255,-0.0385353,3.2666311
-0.5354090,0.0214726,3.2584596
-0.7181996,0.0997836,3.2440423
-0.8926820,0.1957472,3.2131806
-1.0565592,0.3086311,3.2106984
-1.2079897,0.4378356,3.2058775
-1.3455577,0.5822921,3.1918715
-1.4673785,0.7396482,3.1692268
-1.5723075,0.9089644,3.1725874
-1.6593509,1.0883846,3.1940846
-1.7280466,1.2753902,3.2261519
-1.7786061,1.4681871,3.2758049
-1.8116090,1.6647515,3.3417765
-1.8280637,1.8632823,3.4317095
-1.8292196,2.0626652,3.5249815
-1.8159665,2.2613710,3.5787211
-1.7887211,2.4586800,3.6868405
